Date,Adj Close
2016-04-04,43.229591
2016-04-05,42.926952
2016-04-06,43.190536
2016-04-07,42.429035
2016-04-08,42.448578
2016-04-11,42.302124
2016-04-12,42.263073
2016-04-13,43.561527
2016-04-14,43.083145
2016-04-15,42.653584
2016-04-18,42.68288
2016-04-19,41.843281
2016-04-20,42.438812
2016-04-21,42.116638
2016-04-22,43.034332
2016-04-25,42.360706
2016-04-26,43.229591
2016-04-27,43.844646
2016-04-28,42.516903
2016-04-29,41.355141
2016-05-02,41.765171
2016-05-03,41.237984
2016-05-04,40.603405
2016-05-05,40.486252
2016-05-06,40.593632
2016-05-09,40.42767
2016-05-10,41.06226
2016-05-11,40.98415
2016-05-12,39.949299
2016-05-13,40.242184
2016-05-16,40.98415
2016-05-17,40.525303
2016-05-18,41.189167
2016-05-19,40.642456
2016-05-20,41.735886
2016-05-23,42.175205
2016-05-24,43.278408
2016-05-25,43.346745
2016-05-26,43.639626
2016-05-27,44.000854
2016-05-31,44.35231
2016-06-01,44.635437
2016-06-02,44.567093
2016-06-03,44.362068
2016-06-06,44.61591
2016-06-07,45.035706
2016-06-08,44.986893
2016-06-09,45.035706
2016-06-10,44.069191
2016-06-13,43.903225
2016-06-14,44.108242
2016-06-15,44.059422
2016-06-16,44.030144
2016-06-17,43.797104
2016-06-20,44.120007
2016-06-21,44.276566
2016-06-22,43.934093
2016-06-23,45.13763
2016-06-24,42.525063
2016-06-27,40.372402
2016-06-28,41.752064
2016-06-29,42.456581
2016-06-30,43.425274
2016-07-01,43.06324
2016-07-05,41.947765
2016-07-06,42.202171
2016-07-07,42.593563
2016-07-08,43.934093
2016-07-11,44.345058
2016-07-12,44.99086
2016-07-13,44.883224
2016-07-14,45.529022
2016-07-15,45.519245
2016-07-18,46.047619
2016-07-19,45.930202
2016-07-20,46.683643
2016-07-21,46.204182
2016-07-22,46.54665
2016-07-25,47.172886
2016-07-26,48.787388
2016-07-27,48.904804
2016-07-28,49.032005
2016-07-29,48.836319
2016-08-01,49.012444
2016-08-02,47.730621
2016-08-03,47.750191
2016-08-04,47.90675
2016-08-05,48.689537
2016-08-08,48.718895
2016-08-09,48.934162
2016-08-10,48.082874
2016-08-11,48.327499
2016-08-12,48.689537
2016-08-15,49.325562
2016-08-16,48.865669
