Date,Adj Close
2016-04-04,52.023575
2016-04-05,51.207035
2016-04-06,51.732613
2016-04-07,51.113182
2016-04-08,51.075642
2016-04-11,50.972408
2016-04-12,51.291508
2016-04-13,51.94849
2016-04-14,51.957878
2016-04-15,52.230061
2016-04-18,52.99028
2016-04-19,52.924572
2016-04-20,52.173744
2016-04-21,52.352062
2016-04-22,48.597881
2016-04-25,48.9076
2016-04-26,48.278786
2016-04-27,47.809502
2016-04-28,46.833416
2016-04-29,46.805256
2016-05-02,47.499786
2016-05-03,46.720787
2016-05-04,46.805256
2016-05-05,46.870964
2016-05-06,47.293301
2016-05-09,46.99297
2016-05-10,47.884594
2016-05-11,47.912746
2016-05-12,48.344475
2016-05-13,47.940903
2016-05-16,48.64481
2016-05-17,47.737503
2016-05-18,48.021042
2016-05-19,47.55793
2016-05-20,47.841461
2016-05-23,47.283848
2016-05-24,48.758228
2016-05-25,49.259132
2016-05-26,49.041752
2016-05-27,49.448154
2016-05-31,50.090828
2016-06-01,49.949059
2016-06-02,49.59938
2016-06-03,48.947247
2016-06-06,49.268585
2016-06-07,49.240223
2016-06-08,49.183525
2016-06-09,48.786575
2016-06-10,48.654259
2016-06-13,47.38781
2016-06-14,47.094833
2016-06-15,46.962517
2016-06-16,47.624084
2016-06-17,47.378368
2016-06-20,47.321655
2016-06-21,48.38018
2016-06-22,48.191162
2016-06-23,49.060658
2016-06-24,47.094833
2016-06-27,45.771671
2016-06-28,46.726238
2016-06-29,47.765865
2016-06-30,48.361279
2016-07-01,48.351826
2016-07-05,48.361279
2016-07-06,48.559753
2016-07-07,48.559753
2016-07-08,49.429249
2016-07-11,49.703339
2016-07-12,50.28931
2016-07-13,50.572834
2016-07-14,50.790203
2016-07-15,50.752407
2016-07-18,50.998131
2016-07-19,50.175888
2016-07-20,52.841095
2016-07-21,52.737137
2016-07-22,53.46487
2016-07-25,53.616085
2016-07-26,53.64444
2016-07-27,53.105728
2016-07-28,53.124634
2016-07-29,53.568832
2016-08-01,53.474319
2016-08-02,53.474319
2016-08-03,53.842911
2016-08-04,54.239864
2016-08-05,54.778572
2016-08-08,54.873081
2016-08-09,55.005402
2016-08-10,54.835285
2016-08-11,55.099915
2016-08-12,54.759674
2016-08-15,54.92979
2016-08-16,54.625465
2016-08-17,54.73959
2016-08-18,54.777634
2016-08-19,54.796646
2016-08-22,54.844193
2016-08-23,55.053417
2016-08-24,55.110477
2016-08-25,55.319695
2016-08-26,55.186558
2016-08-29,55.253128
