Date,Adj Close
2016-04-04,178.24263
2016-04-05,176.433517
2016-04-06,178.355652
2016-04-07,176.254532
2016-04-08,176.735031
2016-04-11,176.273361
2016-04-12,177.98822
2016-04-13,179.769012
2016-04-14,179.750168
2016-04-15,179.552307
2016-04-18,180.852631
2016-04-19,181.399094
2016-04-20,181.549835
2016-04-21,180.541641
2016-04-22,180.588791
2016-04-25,180.296692
2016-04-26,180.560532
2016-04-27,180.937424
2016-04-28,179.307358
2016-04-29,178.289764
2016-05-02,179.712479
2016-05-03,178.176666
2016-05-04,177.130768
2016-05-05,177.111923
2016-05-06,177.75264
2016-05-09,177.941086
2016-05-10,180.14595
2016-05-11,178.459335
2016-05-12,178.562973
2016-05-13,176.914063
2016-05-16,178.676041
2016-05-17,177.102509
2016-05-18,177.074219
2016-05-19,176.499512
2016-05-20,177.601883
2016-05-23,177.366333
2016-05-24,179.618301
2016-05-25,180.843185
2016-05-26,180.927994
2016-05-27,181.634659
2016-05-31,181.417938
2016-06-01,181.757156
2016-06-02,182.30365
2016-06-03,181.77597
2016-06-06,182.652267
2016-06-07,182.98204
2016-06-08,183.585098
2016-06-09,183.302414
2016-06-10,181.540405
2016-06-13,180.174179
2016-06-14,179.778458
2016-06-15,179.514633
2016-06-16,180.098816
2016-06-17,179.42981
2016-06-20,180.579346
2016-06-21,181.093567
2016-06-22,180.790512
2016-06-23,183.129486
2016-06-24,176.453506
2016-06-27,173.338043
2016-06-28,176.538712
2016-06-29,179.578415
2016-06-30,182.002609
2016-07-01,182.381393
2016-07-05,181.103012
2016-07-06,182.173035
2016-07-07,182.049942
2016-07-08,184.815033
2016-07-11,185.458939
2016-07-12,186.765732
2016-07-13,186.699448
2016-07-14,187.788467
2016-07-15,187.504333
2016-07-18,188.044098
2016-07-19,187.835785
2016-07-20,188.593369
2016-07-21,187.883118
2016-07-22,188.754303
2016-07-25,188.299805
2016-07-26,188.290314
2016-07-27,188.167206
2016-07-28,188.375549
2016-07-29,188.70697
2016-08-01,188.489166
2016-08-02,187.314972
2016-08-03,187.854736
2016-08-04,188.034637
2016-08-05,189.549744
2016-08-08,189.455063
2016-08-09,189.578156
2016-08-10,189.0952
2016-08-11,190.023209
2016-08-12,189.833832
2016-08-15,190.383072
2016-08-16,189.398254
2016-08-17,189.710724
2016-08-18,190.165283
2016-08-19,189.900101
2016-08-22,189.881195
2016-08-23,190.231552
2016-08-24,189.313019
2016-08-25,189.161484
2016-08-26,188.801651
2016-08-29,189.758057
2016-08-30,189.398254
2016-08-31,188.934219
2016-09-01,188.896378
2016-09-02,189.739136
2016-09-06,190.335709
2016-09-07,190.326263
2016-09-08,189.881195
2016-09-09,185.297958
2016-09-12,187.949402
2016-09-13,185.269958
2016-09-14,185.155823
2016-09-15,187.058167
2016-09-16,186.32576
2016-09-19,186.382828
2016-09-20,186.401871
2016-09-21,188.494461
2016-09-22,189.626328
2016-09-23,188.608566
2016-09-26,187.105728
2016-09-27,188.247131
2016-09-28,189.264893
2016-09-29,187.486206
2016-09-30,188.989044
2016-10-03,188.389801
2016-10-04,187.514725
2016-10-05,188.294693
2016-10-06,188.513458
2016-10-07,187.819122
2016-10-10,188.684677
2016-10-11,186.392349
2016-10-12,186.630127
2016-10-13,186.030914
2016-10-14,186.078461
2016-10-17,185.526794
2016-10-18,186.620605
2016-10-19,187.134262
2016-10-20,186.82991
2016-10-21,186.877457
2016-10-24,187.638397
2016-10-25,187.105728
2016-10-26,186.68721
2016-10-27,186.192612
2016-10-28,185.602859
2016-10-31,185.602859
2016-11-01,184.309265
2016-11-02,183.091766
2016-11-03,182.378387
2016-11-04,182.131073
2016-11-07,186.125992
2016-11-08,186.982071
2016-11-09,188.979523
2016-11-10,189.417099
2016-11-11,189.06514
2016-11-14,189.093704
2016-11-15,190.625061
2016-11-16,190.301682
2016-11-17,191.205261
2016-11-18,190.862885
2016-11-21,192.270615
2016-11-22,192.622543
2016-11-23,192.793762
2016-11-25,193.564194
2016-11-28,192.651077
2016-11-29,192.955444
2016-11-30,192.517899
2016-12-01,191.766464
2016-12-02,191.899643
2016-12-05,193.003006
2016-12-06,193.678329
2016-12-07,196.13237
2016-12-08,196.645996
2016-12-09,197.844467
2016-12-12,197.625748
2016-12-13,198.97641
2016-12-14,197.330841
2016-12-15,198.063278
2016-12-16,197.720825
2016-12-19,198.167892
2016-12-20,198.928818
2016-12-21,198.386688
2016-12-22,198.133972
2016-12-23,198.306274
2016-12-27,198.794403
2016-12-28,197.224716
2016-12-29,197.186447
2016-12-30,196.506882
2017-01-03,197.875549
2017-01-04,199.043243
2017-01-05,198.890106
2017-01-06,199.665375
2017-01-09,199.033676
2017-01-10,199.00499
2017-01-11,199.569641
2017-01-12,199.12941
2017-01-13,199.52182
2017-01-17,198.813553
2017-01-18,199.23468
2017-01-19,198.564713
2017-01-20,199.205948
2017-01-23,198.746552
2017-01-24,200.009933
2017-01-25,201.675354
2017-01-26,201.522186
2017-01-27,201.235077
2017-01-30,200.019516
2017-01-31,200.009933
2017-02-01,200.038651
2017-02-02,200.124786
2017-02-03,201.608337
2017-02-06,201.18718
2017-02-07,201.235077
2017-02-08,201.4935
2017-02-09,202.642014
2017-02-10,203.455597
2017-02-13,204.537109
2017-02-14,205.388962
2017-02-15,206.43222
2017-02-16,206.269516
2017-02-17,206.585373
2017-02-21,207.800934
2017-02-22,207.705185
2017-02-23,207.820068
2017-02-24,208.068939
2017-02-27,208.375198
2017-02-28,207.762634
2017-03-01,210.710571
2017-03-02,209.475876
2017-03-03,209.590744
2017-03-06,208.939896
2017-03-07,208.308197
2017-03-08,207.867905
2017-03-09,208.088089
2017-03-10,208.815491
2017-03-13,208.939896
2017-03-14,208.231613
2017-03-15,209.964005
2017-03-16,209.609879
2017-03-17,209.188736
2017-03-20,209.006897
2017-03-21,206.336517
2017-03-22,206.75769
2017-03-23,206.546143
2017-03-24,206.478821
2017-03-27,206.142303
2017-03-28,207.671188
2017-03-29,207.978897
2017-03-30,208.536591
2017-03-31,208.036606
2017-04-03,207.776962
2017-04-04,207.892365
2017-04-05,207.257706
2017-04-06,207.796188
2017-04-07,207.613495
2017-04-10,207.757736
2017-04-11,207.498093
2017-04-12,206.642288
2017-04-13,205.267242
2017-04-17,207.065399
2017-04-18,206.498062
2017-04-19,206.046127
2017-04-20,207.728882
2017-04-21,207.123093
2017-04-24,209.334702
2017-04-25,210.594376
2017-04-26,210.440521
2017-04-27,210.604019
2017-04-28,210.200119
2017-05-01,210.709778
2017-05-02,210.777069
2017-05-03,210.565506
2017-05-04,210.757828
2017-05-05,211.604034
2017-05-08,211.613647
2017-05-09,211.344421
2017-05-10,211.738632
2017-05-11,211.305939
2017-05-12,210.979004
2017-05-15,212.046356
2017-05-16,212.007889
2017-05-17,208.248138
2017-05-18,209.007767
2017-05-19,210.305893
2017-05-22,211.479004
2017-05-23,211.892517
2017-05-24,212.402115
2017-05-25,213.392563
2017-05-26,213.402161
2017-05-30,213.200241
2017-05-31,213.152145
2017-06-01,214.815689
2017-06-02,215.4888
2017-06-05,215.344543
2017-06-06,214.729126
2017-06-07,215.0849
2017-06-08,215.161819
2017-06-09,214.911819
2017-06-12,214.825317
2017-06-13,215.873398
2017-06-14,215.642654
2017-06-15,215.209915
2017-06-16,215.267624
2017-06-19,217.027298
2017-06-20,215.604172
2017-06-21,215.517654
2017-06-22,215.392639
2017-06-23,215.759674
2017-06-26,215.827301
2017-06-27,214.107941
2017-06-28,216.00116
2017-06-29,214.136932
2017-06-30,214.494324
2017-07-03,214.967636
2017-07-05,215.344315
2017-07-06,213.412476
2017-07-07,214.764786
2017-07-10,214.986969
2017-07-11,214.822708
2017-07-12,216.435837
2017-07-13,216.802872
2017-07-14,217.788132
2017-07-17,217.817108
2017-07-18,217.981308
2017-07-19,219.130768
2017-07-20,219.198395
2017-07-21,219.043839
2017-07-24,218.966583
2017-07-25,219.48819
2017-07-26,219.555786
2017-07-27,219.294998
2017-07-28,219.043839
2017-07-31,218.918274
2017-08-01,219.410904
2017-08-02,219.536484
2017-08-03,219.150085
2017-08-04,219.517136
2017-08-07,219.874542
2017-08-08,219.43985
2017-08-09,219.314331
2017-08-10,216.300583
2017-08-11,216.590378
2017-08-14,218.715424
2017-08-15,218.734741
2017-08-16,219.082458
2017-08-17,215.672729
2017-08-18,215.276718
2017-08-21,215.537521
2017-08-22,217.72052
2017-08-23,216.976761
2017-08-24,216.474472
2017-08-25,216.947754
2017-08-28,217.025024
2017-08-29,217.18927
2017-08-30,218.271088
2017-08-31,219.555786
2017-09-01,219.93248
2017-09-05,218.309723
2017-09-06,219.07283
2017-09-07,219.024506
2017-09-08,218.686447
2017-09-11,221.072296
2017-09-12,221.883682
2017-09-13,222.018936
2017-09-14,221.941666
2017-09-15,222.250717
2017-09-18,222.6371
2017-09-19,222.907562
2017-09-20,223.029892
2017-09-21,222.398819
2017-09-22,222.369675
2017-09-25,222.039597
2017-09-26,222.117264
2017-09-27,222.981354
2017-09-28,223.243469
2017-09-29,224.039597
2017-10-02,224.981354
2017-10-03,225.437637
2017-10-04,225.748352
2017-10-05,227.08815
2017-10-06,226.874557
2017-10-09,226.476501
2017-10-10,227.049316
2017-10-11,227.418259
2017-10-12,227.068741
2017-10-13,227.321167
2017-10-16,227.680374
2017-10-17,227.826019
2017-10-18,228.029907
2017-10-19,228.146423
2017-10-20,229.282333
2017-10-23,228.447403
2017-10-24,228.767761
2017-10-25,227.67067
2017-10-26,227.884277
2017-10-27,229.826035
2017-10-30,228.991074
2017-10-31,229.25322
2017-11-01,229.65126
2017-11-02,229.748367
2017-11-03,230.51535
2017-11-06,230.864853
2017-11-07,230.767776
2017-11-08,231.10759
2017-11-09,230.272614
2017-11-10,230.136688
2017-11-13,230.408554
2017-11-14,229.845428
2017-11-15,228.670685
2017-11-16,230.622131
2017-11-17,230.000778
2017-11-20,230.301788
2017-11-21,231.835739
2017-11-22,231.670685
2017-11-24,232.156128
2017-11-27,232.088181
2017-11-28,234.389145
2017-11-29,234.301758
2017-11-30,236.262955
2017-12-01,235.826035
2017-12-04,235.573624
2017-12-05,234.738663
2017-12-06,234.728958
2017-12-07,235.505661
2017-12-08,236.787201
2017-12-11,237.554199
2017-12-12,237.96199
2017-12-13,237.903717
2017-12-14,236.96199
2017-12-15,238.952255
2017-12-18,240.437698
2017-12-19,239.563919
2017-12-20,239.379456
2017-12-21,239.864883
2017-12-22,239.81633
2017-12-26,239.537338
2017-12-27,239.67392
2017-12-28,240.122681
2017-12-29,239.293442
2018-01-02,241.049423
2018-01-03,242.483536
2018-01-04,243.546875
2018-01-05,245.107758
2018-01-08,245.615051
2018-01-09,246.13208
2018-01-10,245.71257
2018-01-11,247.52713
2018-01-12,249.166077
2018-01-16,248.258789
2018-01-17,250.658646
2018-01-18,250.3172
2018-01-19,251.380554
2018-01-22,253.399963
2018-01-23,253.97554
2018-01-24,253.848694
2018-01-25,253.965744
2018-01-26,256.921692
2018-01-29,255.146225
2018-01-30,252.424408
2018-01-31,252.658539
2018-02-01,252.404907
2018-02-02,247.000336
2018-02-05,236.854568
2018-02-06,241.234787
2018-02-07,239.917801
2018-02-08,231.001251
2018-02-09,234.562027
2018-02-12,237.781357
2018-02-13,238.581299
2018-02-14,241.703079
2018-02-15,244.834595
2018-02-16,244.805344
2018-02-20,243.322495
2018-02-21,242.044525
2018-02-22,242.337204
2018-02-23,246.317429
2018-02-26,249.156296
2018-02-27,245.975983
2018-02-28,243.244446
2018-03-01,240.034897
2018-03-02,241.312836
2018-03-05,244.083435
2018-03-06,244.698029
2018-03-07,244.590714
2018-03-08,245.732117
2018-03-09,249.985535
2018-03-12,249.741638
2018-03-13,248.092941
2018-03-14,246.785706
2018-03-15,246.551575
2018-03-16,246.805222
2018-03-19,243.507843
2018-03-20,243.937088
2018-03-21,243.371262
2018-03-22,237.322861
2018-03-23,232.269455
2018-03-26,238.663101
2018-03-27,234.527435
2018-03-28,233.870804
2018-03-29,237.242081
2018-04-02,231.753983
2018-04-03,234.694016
2018-04-04,237.39888
2018-04-05,239.113892
2018-04-06,233.851227
2018-04-09,234.801834
2018-04-10,238.672882
2018-04-11,237.408661
2018-04-12,239.398102
2018-04-13,238.731705
2018-04-16,240.672134
2018-04-17,243.259369
2018-04-18,243.396561
2018-04-19,242.063751
2018-04-20,240.103699
2018-04-23,239.995911
2018-04-24,236.722672
2018-04-25,237.330261
2018-04-26,239.770523
2018-04-27,240.025314
2018-04-30,238.065292
2018-05-01,238.57489
2018-05-02,236.948059
2018-05-03,236.389465
2018-05-04,239.525528
2018-05-07,240.270325
2018-05-08,240.260513
2018-05-09,242.592941
2018-05-10,244.866577
2018-05-11,245.464401
2018-05-14,245.738815
2018-05-15,244.053192
2018-05-16,245.09198
2018-05-17,244.886185
2018-05-18,244.278564
2018-05-21,246.072006
2018-05-22,245.366394
2018-05-23,246.130814
2018-05-24,245.6604
2018-05-25,245.042984
2018-05-29,242.210739
2018-05-30,245.405594
2018-05-31,243.817963
2018-06-01,246.38562
2018-06-04,247.473434
2018-06-05,247.816422
2018-06-06,249.796066
2018-06-07,249.678467
2018-06-08,250.462494
2018-06-11,250.785889
2018-06-12,251.207275
2018-06-13,250.207672
2018-06-14,250.932877
2018-06-15,250.71727
2018-06-18,250.119476
2018-06-19,249.168854
2018-06-20,249.619675
2018-06-21,248.061432
2018-06-22,248.502441
2018-06-25,245.062592
2018-06-26,245.601593
2018-06-27,243.563156
2018-06-28,245.046967
2018-06-29,245.667252
2018-07-02,245.952789
2018-07-03,244.958328
2018-07-05,247.055542
2018-07-06,249.113342
2018-07-09,251.318848
2018-07-10,252.195175
2018-07-11,250.472092
2018-07-12,252.61853
2018-07-13,252.835129
2018-07-16,252.677612
2018-07-17,253.760651
2018-07-18,254.223419
2018-07-19,253.258514
2018-07-20,253.022217
2018-07-23,253.504654
2018-07-24,254.69603
2018-07-25,257.02951
2018-07-26,256.271393
2018-07-27,254.607422
2018-07-30,253.140366
2018-07-31,254.420334
2018-08-01,254.10524
2018-08-02,255.395096
2018-08-03,256.645508
2018-08-06,257.610443
2018-08-07,258.329193
2018-08-08,258.191376
2018-08-09,257.866425
2018-08-10,256.113861
2018-08-13,255.148926
2018-08-14,256.793243
2018-08-15,254.902817
2018-08-16,256.970428
2018-08-17,257.827026
2018-08-20,258.398102
2018-08-21,258.959351
2018-08-22,258.880554
2018-08-23,258.506409
2018-08-24,260.131012
2018-08-27,262.090363
2018-08-28,262.238037
2018-08-29,263.675568
2018-08-30,262.602325
2018-08-31,262.612213
2018-09-04,262.247894
2018-09-05,261.50946
2018-09-06,260.741455
2018-09-07,260.111298
2018-09-10,260.603607
2018-09-11,261.588196
2018-09-12,261.617737
2018-09-13,263.104492
2018-09-14,263.24234
2018-09-17,261.755585
2018-09-18,263.183258
2018-09-19,263.478668
2018-09-20,265.59552
2018-09-21,265.408478
2018-09-24,264.522339
2018-09-25,264.197388
2018-09-26,263.422974
2018-09-27,264.154846
2018-09-28,264.125183
2018-10-01,265.10437
2018-10-02,265.074677
2018-10-03,265.302155
2018-10-04,263.126282
2018-10-05,261.6427
2018-10-08,261.573456
2018-10-09,261.237183
2018-10-10,252.800613
2018-10-11,247.479538
2018-10-12,250.82251
2018-10-15,249.447739
2018-10-16,254.758911
2018-10-17,254.847946
2018-10-18,251.267578
2018-10-19,251.069778
2018-10-22,250.031265
2018-10-23,248.527924
2018-10-24,241.110046
2018-10-25,245.43219
2018-10-26,241.090271
2018-10-29,239.84407
2018-10-30,243.513458
2018-10-31,246.06517
2018-11-01,248.616928
2018-11-02,247.074005
2018-11-05,248.478455
2018-11-06,250.051056
2018-11-07,255.332565
2018-11-08,254.897385
2018-11-09,252.543457
2018-11-12,247.66745
2018-11-13,247.25206
2018-11-14,245.560776
2018-11-15,248.102631
